               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 130,            0.039203,            0.019718,          0.00048059,             0.91881,             0.89719,             0.94918,             0.61165,            0.036207,            0.017452,          0.00057456,           0.0068726,           0.0068726,           0.0068726
                 131,            0.039024,            0.019418,          0.00053365,             0.91931,             0.90131,             0.95052,             0.61353,            0.036201,            0.017425,          0.00058137,           0.0068316,           0.0068316,           0.0068316
                 132,            0.038863,            0.019396,          0.00051957,             0.90433,             0.91004,              0.9504,             0.61236,            0.036214,            0.017419,          0.00058386,           0.0067906,           0.0067906,           0.0067906
                 133,            0.039011,            0.019294,          0.00045768,             0.92567,             0.88945,              0.9497,             0.61377,             0.03626,            0.017427,          0.00061145,           0.0067495,           0.0067495,           0.0067495
                 134,            0.038955,            0.019241,          0.00047502,             0.91957,             0.89928,             0.95083,             0.61388,            0.036186,             0.01742,          0.00060151,           0.0067083,           0.0067083,           0.0067083
                 135,            0.038986,            0.019716,          0.00047069,             0.92351,             0.89411,             0.95042,             0.61467,            0.036183,            0.017401,          0.00058242,           0.0066671,           0.0066671,           0.0066671
                 136,            0.039053,             0.02006,          0.00048772,             0.93695,              0.8912,              0.9511,             0.61392,            0.036185,             0.01742,          0.00056662,           0.0066257,           0.0066257,           0.0066257
                 137,            0.039121,            0.019103,          0.00049843,             0.92807,             0.90341,              0.9502,             0.61394,            0.036136,             0.01743,          0.00057394,           0.0065843,           0.0065843,           0.0065843
                 138,            0.038794,            0.019854,           0.0004991,             0.90688,             0.91174,             0.95079,             0.61782,            0.036112,            0.017428,          0.00065228,           0.0065429,           0.0065429,           0.0065429
                 139,            0.039098,            0.019492,          0.00049954,             0.90878,             0.91156,             0.95157,             0.61796,             0.03606,            0.017416,           0.0006103,           0.0065013,           0.0065013,           0.0065013
                 140,            0.038697,            0.019646,          0.00049092,             0.91771,             0.89398,             0.94912,             0.61419,            0.036122,            0.017423,          0.00060366,           0.0064597,           0.0064597,           0.0064597
                 141,            0.038855,            0.019582,          0.00045024,             0.91265,             0.90524,             0.95089,             0.61457,            0.036087,            0.017409,          0.00060784,           0.0064181,           0.0064181,           0.0064181
                 142,            0.038596,             0.01905,           0.0004754,             0.90982,              0.9092,             0.95186,             0.61653,            0.036059,            0.017397,          0.00058609,           0.0063764,           0.0063764,           0.0063764
                 143,             0.03864,            0.019315,          0.00047186,             0.90679,             0.91322,             0.95126,             0.61484,            0.036089,            0.017431,          0.00059325,           0.0063347,           0.0063347,           0.0063347
                 144,            0.038758,            0.019705,          0.00047448,             0.91886,              0.9067,             0.95064,             0.61663,            0.036119,            0.017428,          0.00057106,            0.006293,            0.006293,            0.006293
                 145,            0.038804,            0.019719,          0.00043734,              0.9135,             0.91373,              0.9499,             0.61557,            0.036072,            0.017416,          0.00055793,           0.0062512,           0.0062512,           0.0062512
                 146,            0.038802,            0.019355,          0.00046599,             0.91121,             0.91449,             0.95092,              0.6167,            0.036132,            0.017412,           0.0005429,           0.0062093,           0.0062093,           0.0062093
                 147,             0.03886,            0.019685,          0.00043644,             0.91111,             0.91764,             0.95218,             0.61633,            0.036074,            0.017395,          0.00056717,           0.0061675,           0.0061675,           0.0061675
                 148,            0.038822,            0.019367,          0.00045788,             0.92554,             0.89895,             0.95136,             0.61513,            0.036077,            0.017412,           0.0005874,           0.0061256,           0.0061256,           0.0061256
                 149,            0.038673,            0.019619,          0.00042894,             0.92694,              0.9058,              0.9515,             0.61558,            0.036092,            0.017392,          0.00057157,           0.0060838,           0.0060838,           0.0060838
                 150,            0.038409,            0.019153,          0.00044009,             0.92613,              0.9016,             0.95046,             0.61701,            0.036064,            0.017373,          0.00057982,           0.0060419,           0.0060419,           0.0060419
                 151,            0.038415,            0.019112,          0.00042301,             0.91971,             0.90297,             0.95176,             0.61728,            0.036001,            0.017355,          0.00055476,               0.006,               0.006,               0.006
                 152,            0.038495,            0.019451,          0.00046772,              0.9044,              0.9148,             0.94991,             0.61607,            0.036013,            0.017384,          0.00056166,           0.0059581,           0.0059581,           0.0059581
                 153,            0.038446,            0.019367,          0.00042929,             0.92129,             0.90042,             0.95174,             0.61631,            0.036016,             0.01738,          0.00056654,           0.0059162,           0.0059162,           0.0059162
