               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 119,            0.036623,            0.015112,           0.0047575,             0.66045,             0.60773,             0.60514,             0.33377,            0.037493,            0.011672,           0.0072671,           0.0073155,           0.0073155,           0.0073155
                 120,              0.0364,            0.015146,            0.004476,             0.66173,             0.60691,             0.60583,             0.33533,            0.037465,            0.011659,           0.0072619,           0.0072758,           0.0072758,           0.0072758
                 121,            0.036464,            0.015071,           0.0046355,             0.66818,             0.60374,              0.6079,             0.33555,            0.037424,            0.011647,           0.0072466,           0.0072361,           0.0072361,           0.0072361
                 122,            0.036348,            0.015039,           0.0044553,             0.68368,             0.59286,             0.60945,             0.33658,            0.037382,            0.011635,           0.0072406,           0.0071962,           0.0071962,           0.0071962
                 123,            0.036487,            0.014965,           0.0046545,             0.68361,             0.59574,             0.61013,             0.33807,            0.037348,            0.011622,           0.0072455,           0.0071561,           0.0071561,           0.0071561
                 124,            0.036168,             0.01508,           0.0045824,             0.67018,              0.6058,             0.61005,             0.33866,            0.037311,            0.011613,            0.007235,            0.007116,            0.007116,            0.007116
                 125,            0.035983,            0.014903,           0.0043371,             0.67427,             0.60167,             0.60993,             0.33945,            0.037276,            0.011603,           0.0072308,           0.0070757,           0.0070757,           0.0070757
                 126,            0.036243,            0.014913,           0.0045649,             0.68102,             0.59772,             0.61049,             0.34006,            0.037239,            0.011591,           0.0072444,           0.0070353,           0.0070353,           0.0070353
                 127,            0.036193,            0.014937,           0.0042816,             0.68592,             0.59713,             0.61165,             0.34087,            0.037203,            0.011581,           0.0072386,           0.0069948,           0.0069948,           0.0069948
                 128,            0.035928,            0.014915,           0.0043302,             0.68453,             0.59861,             0.61239,             0.34148,            0.037166,            0.011568,           0.0072345,           0.0069541,           0.0069541,           0.0069541
                 129,            0.036078,            0.014857,           0.0045038,             0.67809,             0.60434,             0.61299,             0.34192,            0.037134,            0.011557,           0.0072282,           0.0069134,           0.0069134,           0.0069134
                 130,            0.035808,            0.014887,           0.0042592,             0.67757,             0.60364,             0.61258,              0.3425,            0.037105,            0.011547,           0.0072238,           0.0068726,           0.0068726,           0.0068726
                 131,            0.035592,            0.014753,           0.0042841,             0.68202,             0.60166,             0.61457,             0.34307,            0.037079,            0.011536,           0.0072263,           0.0068316,           0.0068316,           0.0068316
                 132,            0.035265,            0.014659,           0.0042004,             0.68453,             0.60193,             0.61663,             0.34385,            0.037052,            0.011523,           0.0072238,           0.0067906,           0.0067906,           0.0067906
                 133,            0.035727,            0.014779,           0.0042488,             0.68634,             0.60054,             0.61795,             0.34505,            0.037026,            0.011511,           0.0072221,           0.0067495,           0.0067495,           0.0067495
                 134,            0.035639,            0.014605,           0.0042555,              0.6779,             0.60917,              0.6188,             0.34544,            0.036998,              0.0115,            0.007212,           0.0067083,           0.0067083,           0.0067083
                 135,            0.035553,            0.014626,           0.0041029,             0.68703,             0.60455,             0.62037,             0.34674,            0.036965,            0.011486,            0.007204,           0.0066671,           0.0066671,           0.0066671
                 136,            0.035339,            0.014505,           0.0039054,             0.68566,              0.6057,             0.62151,             0.34774,             0.03693,            0.011476,           0.0072102,           0.0066257,           0.0066257,           0.0066257
                 137,            0.035133,            0.014718,           0.0041522,             0.68677,             0.60791,             0.62454,             0.34871,            0.036905,            0.011466,           0.0072069,           0.0065843,           0.0065843,           0.0065843
                 138,            0.035012,            0.014403,           0.0040316,             0.71395,               0.592,             0.62547,              0.3496,            0.036888,            0.011453,           0.0072002,           0.0065429,           0.0065429,           0.0065429
                 139,            0.035232,            0.014601,           0.0041522,             0.72158,             0.58941,             0.62491,             0.35033,            0.036868,             0.01144,           0.0071932,           0.0065013,           0.0065013,           0.0065013
                 140,            0.034974,            0.014543,           0.0039787,             0.71688,             0.59183,             0.62524,             0.35096,            0.036847,            0.011429,           0.0071899,           0.0064597,           0.0064597,           0.0064597
                 141,            0.034961,            0.014454,            0.004113,             0.69955,             0.60457,             0.62581,             0.35104,            0.036829,            0.011418,           0.0071869,           0.0064181,           0.0064181,           0.0064181
                 142,            0.034846,            0.014413,            0.003979,             0.70253,             0.60346,             0.62565,             0.35136,            0.036813,            0.011405,           0.0071913,           0.0063764,           0.0063764,           0.0063764
                 143,            0.034837,             0.01445,            0.004041,             0.72254,             0.59088,             0.62718,             0.35222,            0.036791,            0.011392,           0.0071841,           0.0063347,           0.0063347,           0.0063347
                 144,            0.034611,            0.014343,           0.0039585,             0.69843,             0.60752,             0.62777,             0.35241,             0.03676,            0.011382,           0.0071798,            0.006293,            0.006293,            0.006293
                 145,            0.034613,              0.0144,           0.0040549,             0.71093,              0.5988,             0.62813,             0.35302,            0.036737,            0.011372,           0.0071828,           0.0062512,           0.0062512,           0.0062512
                 146,            0.034638,            0.014306,           0.0039463,             0.70837,             0.60063,             0.62836,             0.35334,            0.036714,             0.01136,           0.0071864,           0.0062093,           0.0062093,           0.0062093
                 147,            0.034382,            0.014186,           0.0037993,             0.71346,             0.60268,             0.63176,             0.35401,            0.036686,             0.01135,           0.0071856,           0.0061675,           0.0061675,           0.0061675
                 148,            0.034396,             0.01416,           0.0037356,             0.71278,             0.60387,             0.63234,             0.35535,            0.036661,            0.011339,           0.0072014,           0.0061256,           0.0061256,           0.0061256
                 149,            0.034334,            0.014196,           0.0037825,             0.69694,             0.61494,               0.632,             0.35553,            0.036634,            0.011329,           0.0071998,           0.0060838,           0.0060838,           0.0060838
                 150,            0.034202,            0.014051,           0.0037285,             0.69872,             0.61779,             0.63393,             0.35691,            0.036609,            0.011318,           0.0071988,           0.0060419,           0.0060419,           0.0060419
                 151,            0.034203,            0.014115,           0.0036587,             0.69755,             0.61975,             0.63487,             0.35742,            0.036583,            0.011307,           0.0071889,               0.006,               0.006,               0.006
                 152,            0.034175,            0.014009,            0.003685,             0.69618,             0.62055,             0.63473,             0.35773,            0.036561,            0.011296,           0.0071938,           0.0059581,           0.0059581,           0.0059581
                 153,             0.03393,            0.014082,           0.0035541,             0.69825,             0.62068,             0.63521,             0.35812,            0.036542,            0.011289,           0.0071976,           0.0059162,           0.0059162,           0.0059162
                 154,            0.033937,            0.014122,            0.003663,             0.70701,             0.61695,              0.6361,             0.35919,            0.036517,            0.011279,           0.0071979,           0.0058744,           0.0058744,           0.0058744
